"Var1"	"Var2"	"passage"	"total_unique"	"shared"	"pct_shared"	"expected_pct_shared"	"p.val"	"CI_lower"	"CI_upper"
"130"	"MT-2_1"	"MT-2_2"	90	10	2	0.2	0.0041958041958042	0	0.00295165081392559	0.0054399575776828
"131"	"MT-2_1"	"MT-4_1"	90	10	0	0	0.0011988011988012	0.912332456734969	0.000523451447232785	0.00187415095036961
"132"	"MT-2_1"	"MT-4_2"	90	7	0	0	0	NA	NA	NA
"133"	"MT-2_2"	"MT-2_1"	90	10	2	0.2	0.0024975024975025	0	0.00152914685209056	0.00346585814291443
"134"	"MT-2_2"	"MT-2_2"	90	6	6	1	0.0561105561105561	0	0.0505866965320476	0.0616344156890646
"135"	"MT-2_2"	"MT-4_1"	90	8	2	0.25	0.00362137862137862	0	0.00232036417178032	0.00492239307097693
"136"	"MT-2_2"	"MT-4_2"	90	6	1	0.166666666666667	0.00133200133200133	0	0.000411110089399629	0.00225289257460304
"137"	"MT-4_1"	"MT-2_1"	90	10	0	0	0.000699300699300699	0.933154855991309	0.000182191590556169	0.00121640980804523
"138"	"MT-4_1"	"MT-2_2"	90	8	2	0.25	0.00536963036963037	0	0.00379685401618791	0.00694240672307283
"139"	"MT-4_1"	"MT-4_1"	90	4	4	1	0.0601898101898102	3.10862446895044e-15	0.0528024721792202	0.0675771482004001
"140"	"MT-4_1"	"MT-4_2"	90	4	1	0.25	0.00749250749250749	1.29799571091382e-08	0.0048473579690663	0.0101376570159487
"141"	"MT-4_2"	"MT-2_1"	90	7	0	0	0	NA	NA	NA
"142"	"MT-4_2"	"MT-2_2"	90	6	1	0.166666666666667	0.000666000666000666	0	1.35220242237653e-05	0.00131847930777757
"143"	"MT-4_2"	"MT-4_1"	90	4	1	0.25	0.0044955044955045	1.50990331349021e-13	0.00243395865714212	0.00655705033386687
"144"	"MT-4_2"	"MT-4_2"	90	1	1	1	0.0829170829170829	0.000887258691528947	0.0658050990385362	0.10002906679563
"145"	"MT-2_1"	"MT-2_1"	100	7	7	1	0.0736406450692165	0	0.0678438769623807	0.0794374131760523
"146"	"MT-2_1"	"MT-2_2"	100	12	1	0.0833333333333333	0.00274725274725275	6.18669144802908e-08	0.00182393033364765	0.00367057516085784
"147"	"MT-2_1"	"MT-4_1"	100	12	0	0	0.001998001998002	0.875517595592831	0.00120693797734581	0.00278906601865819
"148"	"MT-2_1"	"MT-4_2"	100	8	0	0	0	NA	NA	NA
"149"	"MT-2_2"	"MT-2_1"	100	12	1	0.0833333333333333	0.00274725274725275	6.18669144802908e-08	0.00182393033364765	0.00367057516085784
"150"	"MT-2_2"	"MT-2_2"	100	6	6	1	0.0646020646020646	0	0.0583858812726194	0.0708182479315098
"151"	"MT-2_2"	"MT-4_1"	100	9	2	0.222222222222222	0.002997002997003	0	0.00187998845596169	0.00411401753804431
"152"	"MT-2_2"	"MT-4_2"	100	6	1	0.166666666666667	0.0004995004995005	0	-6.58458903667366e-05	0.00106484688936774
"153"	"MT-4_1"	"MT-2_1"	100	12	0	0	0.00191475191475191	0.878179709585315	0.0011399475207708	0.00268955630873303
"154"	"MT-4_1"	"MT-2_2"	100	9	2	0.222222222222222	0.001998001998002	0	0.00108175940317428	0.00291424459282972
"155"	"MT-4_1"	"MT-4_1"	100	5	5	1	0.0669330669330669	2.22044604925031e-16	0.0599501110399221	0.0739160228262117
"156"	"MT-4_1"	"MT-4_2"	100	5	1	0.2	0.0021978021978022	0	0.000903952254400171	0.00349165214120422
"157"	"MT-4_2"	"MT-2_1"	100	8	0	0	0	NA	NA	NA
"158"	"MT-4_2"	"MT-2_2"	100	6	1	0.166666666666667	0.0014985014985015	0	0.000522240777882187	0.00247476221912081
"159"	"MT-4_2"	"MT-4_1"	100	5	1	0.2	0.0037962037962038	6.69242439244044e-13	0.0021026362775398	0.0054897713148678
"160"	"MT-4_2"	"MT-4_2"	100	1	1	1	0.0539460539460539	2.84373409848993e-05	0.0399272215008979	0.06796488639121
"161"	"MT-2_1"	"MT-2_1"	110	6	6	1	0.0702630702630703	0	0.0640599007405578	0.0764662397855827
"162"	"MT-2_1"	"MT-2_2"	110	12	1	0.0833333333333333	0.00241425241425241	7.1861607775503e-09	0.00154690944785354	0.00328159538065129
"163"	"MT-2_1"	"MT-4_1"	110	11	0	0	0.00172554718009263	0.889427582284365	0.000955743762518089	0.00249535059766718
"164"	"MT-2_1"	"MT-4_2"	110	9	0	0	0.000555000555000555	0.943543301911741	6.89156466832965e-05	0.00104108546331781
"165"	"MT-2_2"	"MT-2_1"	110	12	1	0.0833333333333333	0.00266400266400266	9.78366800907793e-08	0.00172540062844489	0.00360260469956044
"166"	"MT-2_2"	"MT-2_2"	110	7	7	1	0.0576566290852005	0	0.0522600948455222	0.0630531633248788
"167"	"MT-2_2"	"MT-4_1"	110	10	2	0.2	0.002997002997003	0	0.00193894318762652	0.00405506280637947
"168"	"MT-2_2"	"MT-4_2"	110	8	2	0.25	0.00112387612387612	0	0.00039168058341164	0.00185607166434061
"169"	"MT-4_1"	"MT-2_1"	110	11	0	0	0.00127145581691036	0.905244646202314	0.000608980220771343	0.00193393141304938
"170"	"MT-4_1"	"MT-2_2"	110	10	2	0.2	0.0030969030969031	0	0.00202190748947869	0.0041718987043275
"171"	"MT-4_1"	"MT-4_1"	110	5	5	1	0.0551448551448551	0	0.0486527864686825	0.0616369238210277
"172"	"MT-4_1"	"MT-4_2"	110	5	3	0.6	0.00639360639360639	0	0.00421033940118185	0.00857687338603094
"173"	"MT-4_2"	"MT-2_1"	110	9	0	0	0.000888000888000888	0.928515621488917	0.000274073392933086	0.00150192838306869
"174"	"MT-4_2"	"MT-2_2"	110	8	2	0.25	0.00162337662337662	0	0.000745163066290808	0.00250159018046244
"175"	"MT-4_2"	"MT-4_1"	110	5	3	0.6	0.00919080919080919	0	0.00659214254095379	0.0117894758406646
"176"	"MT-4_2"	"MT-4_2"	110	3	3	1	0.0333000333000333	0	0.0267618445864795	0.0398382220135871
"177"	"MT-2_1"	"MT-2_1"	120	8	8	1	0.0589410589410589	0	0.0539559745151372	0.0639261433669807
"178"	"MT-2_1"	"MT-2_2"	120	15	1	0.0666666666666667	0.00293040293040293	8.41333327117333e-06	0.00204292881273189	0.00381787704807397
"179"	"MT-2_1"	"MT-4_1"	120	14	0	0	0.00214071642643071	0.860541645710805	0.00138495941973323	0.0028964734331282
"180"	"MT-2_1"	"MT-4_2"	120	11	0	0	0.00108981927163745	0.912332456734969	0.000475864952029804	0.0017037735912451
"181"	"MT-2_2"	"MT-2_1"	120	15	1	0.0666666666666667	0.00426240426240426	0.000168484075776965	0.00323358410510138	0.00529122441970714
"182"	"MT-2_2"	"MT-2_2"	120	8	8	1	0.0713036963036963	0	0.0657817406329375	0.0768256519744551
"183"	"MT-2_2"	"MT-4_1"	120	12	2	0.166666666666667	0.00457875457875458	6.66133814775094e-16	0.00333421857340328	0.00582329058410588
"184"	"MT-2_2"	"MT-4_2"	120	9	2	0.222222222222222	0.00222000222000222	0	0.00125518073107172	0.00318482370893272
"185"	"MT-4_1"	"MT-2_1"	120	14	0	0	0.00171257314114457	0.875517595592831	0.00103451826629641	0.00239062801599273
"186"	"MT-4_1"	"MT-2_2"	120	12	2	0.166666666666667	0.00382950382950383	0	0.00269845705559026	0.00496055060341739
"187"	"MT-4_1"	"MT-4_1"	120	6	6	1	0.0484515484515484	0	0.043076133490542	0.0538269634125549
