"Var1"	"Var2"	"passage"	"total_unique"	"shared"	"pct_shared"	"expected_pct_shared"	"p.val"	"CI_lower"	"CI_upper"
"145"	"MT-2_1"	"MT-2_1"	"100"	"15"	"15"	"1"	"0.0792540792540792"	"0"	"0.0751205892654756"	"0.0833875692426829"
"146"	"MT-2_1"	"MT-2_2"	"100"	"27"	"2"	"0.0740740740740741"	"0.00573500573500573"	"1.06409699185406e-06"	"0.00486632587650776"	"0.00660368559350371"
"147"	"MT-2_1"	"MT-4_1"	"100"	"20"	"1"	"0.05"	"0.00314685314685315"	"0.000189729893918855"	"0.00236824709176489"	"0.00392545920194141"
"148"	"MT-2_1"	"MT-4_2"	"100"	"18"	"2"	"0.111111111111111"	"0.00210900210900211"	"0"	"0.00145017355664892"	"0.0027678306613553"
"149"	"MT-2_2"	"MT-2_1"	"100"	"27"	"2"	"0.0740740740740741"	"0.00444000444000444"	"3.21290700711074e-08"	"0.0036589178386916"	"0.00522109104131728"
"150"	"MT-2_2"	"MT-2_2"	"100"	"14"	"14"	"1"	"0.0550877693734837"	"0"	"0.0516089270139152"	"0.0585666117330521"
"151"	"MT-2_2"	"MT-4_1"	"100"	"17"	"3"	"0.176470588235294"	"0.00193923723335488"	"0"	"0.00128748023551599"	"0.00259099423119377"
"152"	"MT-2_2"	"MT-4_2"	"100"	"16"	"3"	"0.1875"	"0.00237262737262737"	"0"	"0.00163144525123003"	"0.00311380949402471"
"153"	"MT-4_1"	"MT-2_1"	"100"	"20"	"1"	"0.05"	"0.0024975024975025"	"1.30650032978963e-05"	"0.0018215981489062"	"0.0031734068460988"
"154"	"MT-4_1"	"MT-2_2"	"100"	"17"	"3"	"0.176470588235294"	"0.00223306105659047"	"0"	"0.00153547788351062"	"0.00293064422967032"
"155"	"MT-4_1"	"MT-4_1"	"100"	"6"	"6"	"1"	"0.02997002997003"	"0"	"0.0258398760069649"	"0.0341001839330951"
"156"	"MT-4_1"	"MT-4_2"	"100"	"9"	"2"	"0.222222222222222"	"0.00233100233100233"	"0"	"0.00134285852795742"	"0.00331914613404724"
"157"	"MT-4_2"	"MT-2_1"	"100"	"18"	"2"	"0.111111111111111"	"0.00155400155400155"	"0"	"0.000985537632974539"	"0.00212246547502857"
"158"	"MT-4_2"	"MT-2_2"	"100"	"16"	"3"	"0.1875"	"0.001998001998002"	"0"	"0.00131573106286933"	"0.00268027293313467"
"159"	"MT-4_2"	"MT-4_1"	"100"	"9"	"2"	"0.222222222222222"	"0.002997002997003"	"0"	"0.00187998845596169"	"0.00411401753804431"
"160"	"MT-4_2"	"MT-4_2"	"100"	"5"	"5"	"1"	"0.0173826173826174"	"0"	"0.0137994226258846"	"0.0209658121393501"
"161"	"MT-2_1"	"MT-2_1"	"110"	"15"	"15"	"1"	"0.0522144522144522"	"0"	"0.0488148694015153"	"0.0556140350273892"
